document_url,category
https://www.ncbi.nlm.nih.gov/pubmed/22961092,5
https://www.ncbi.nlm.nih.gov/pubmed/21148516,1
https://www.ncbi.nlm.nih.gov/pubmed/19921981,5
https://www.ncbi.nlm.nih.gov/pubmed/15863410,4
https://www.ncbi.nlm.nih.gov/pubmed/18392039,5
https://www.ncbi.nlm.nih.gov/pubmed/22305026,2
https://www.ncbi.nlm.nih.gov/pubmed/21788542,1
https://www.ncbi.nlm.nih.gov/pubmed/17043681,1
https://www.ncbi.nlm.nih.gov/pubmed/18190583,5
https://www.ncbi.nlm.nih.gov/pubmed/9110682,-1
