document_url,category
https://www.ncbi.nlm.nih.gov/pubmed/15583836,4
https://www.ncbi.nlm.nih.gov/pubmed/12454520,5
https://www.ncbi.nlm.nih.gov/pubmed/18946457,5
https://www.ncbi.nlm.nih.gov/pubmed/10472319,-1
https://www.ncbi.nlm.nih.gov/pubmed/23636235,-1
