document_url,category
https://www.ncbi.nlm.nih.gov/pubmed/9598220,2
https://www.ncbi.nlm.nih.gov/pubmed/10927727,4
https://www.ncbi.nlm.nih.gov/pubmed/12079598,1
https://www.ncbi.nlm.nih.gov/pubmed/11754709,1
https://www.ncbi.nlm.nih.gov/pubmed/12006119,3
https://www.ncbi.nlm.nih.gov/pubmed/9888119,1
https://www.ncbi.nlm.nih.gov/pubmed/7474027,4
https://www.ncbi.nlm.nih.gov/pubmed/8072048,5
