document_url,category
https://www.ncbi.nlm.nih.gov/pubmed/28822516,-1
https://www.ncbi.nlm.nih.gov/pubmed/25453519,4
https://www.ncbi.nlm.nih.gov/pubmed/26341358,-1
https://www.ncbi.nlm.nih.gov/pubmed/22875560,4
https://www.ncbi.nlm.nih.gov/pubmed/22836351,4
https://www.ncbi.nlm.nih.gov/pubmed/24985393,4
https://www.ncbi.nlm.nih.gov/pubmed/25443601,-1
