document_url,category
https://www.ncbi.nlm.nih.gov/pubmed/22332096,4
https://www.ncbi.nlm.nih.gov/pubmed/25446949,2
https://www.ncbi.nlm.nih.gov/pubmed/27063583,2
https://www.ncbi.nlm.nih.gov/pubmed/20019606,3
https://www.ncbi.nlm.nih.gov/pubmed/27633106,3
https://www.ncbi.nlm.nih.gov/pubmed/29553642,3
https://www.ncbi.nlm.nih.gov/pubmed/26301243,4
https://www.ncbi.nlm.nih.gov/pubmed/24085737,-1
https://www.ncbi.nlm.nih.gov/pubmed/24918234,-1
https://www.ncbi.nlm.nih.gov/pubmed/25986626,-1
